shortcode,url,handle,posted_at_utc,age_days,views,views_text,status_views,followers,followers_source,status_followers,vpf,tier,likes,comments,likes_per_view,comments_per_view,topic_index,topic_pct,topics,topic_groups,primary_group,location_any,status_codes,n_topics,post_year,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,caption_len_bucket,hashtag_bucket,follower_bucket
DVWRvV4iOm7,https://www.instagram.com/reel/DVWRvV4iOm7/,royal_villa_lonavala,2026-03-01T16:12:16.970000+00:00,207,502.0,502,"VERIFIED (public topic page, rounded)",452.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.1106194690265487,2_GOOD,4.0,,0.00796812749003984,,0.008070739549839228,0.25,luxury-villa-with-pool,pool,pool,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,16,Sun,ok,ok,reel,452 followers,452.0,141.0,570,2,False,1,0,False,False,"Make this Holi extra special with your friends and family at our beautifully designed 2 BHK bungalow with private swimming pool perfect for fun, relaxation, and festive vibes. ✨ What You Get: Spacious 2 Bedrooms with modern interiors Huge private swimming pool Fully equipped kitchen Comfortable living area for music & dance Complete privacy for your group. FOR BOOKING CONTACT 9967735945 #staycation nature instareels #lonavala ,poolside relaxation, instagram, family getaway, friends get-togethers # private pool villa, luxuryvilla stay,staycation mode, Festive vibes",cover-v2-embed,pool,villa,none,other,,cool,bright,daylight,False,False,,real_existing,real_footage,"handheld phone footage: tilted frame, overhead power lines, plastic chairs, compression noise; villa-rental account",low,medium,"Tilted handheld shot of a blue-mosaic private pool with lime plastic chairs and power lines overhead; rental-listing footage, not aspirational design.",promotional,Make this Holi extra special with your friends and family at our beautifully designed 2 BHK bungalow with private swimmi,dm,Lonavala,,False,real_estate,en,pool;exterior_facade,blue;green;white;black,water;plants;natural_stone;glass;concrete,none,pool,,2.42512077294686,-0.8324649652911172,0.14707370555633514,Other,,401-1000,1-3,<10k
CxUxzLQoaA8,https://www.instagram.com/reel/CxUxzLQoaA8/,beliani_nl,2023-09-18T07:23:45.402000+00:00,1102,482.0,482,"VERIFIED (public topic page, rounded)",24000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.020083333333333335,1_NORMAL,10.0,,0.02074688796680498,,0.005352581898945031,0.08333333333333333,home-office-design,room_generic,room_generic,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2023,7,Mon,ok,ok,reel,24K followers,24000.0,3776.0,349,6,False,2,0,False,False,Zeg maar dag tegen saaie bureaustoelen! Duik in een wereld van ergonomische elegantie en stijl. Herdefinieer je werkplek met de perfecte mix van functionaliteit en esthetiek. Laten we werkdagen fantastisch maken! 👉 Bureaustoel kunstleer geel PAWNEE 📸 @ the.first.floor #belianinl #kantoor #thuiskantoor #werkruimte #homeofficeideas #homeofficedesign,cover-v2-embed,office,none_visible,none,scandinavian,minimalist,warm,bright,daylight,False,False,COLLECTIE / PAWNEE / BUREAUSTOELEN,real_existing,real_footage,real product photo/footage of a styled home office (photo credit to @ the.first.floor in caption),high,high,Product-led cover: mustard faux-leather office chair at a trestle desk with brand-collection title overlay; clean but ad-like.,promotional,Zeg maar dag tegen saaie bureaustoelen! Duik in een wereld van ergonomische elegantie en stijl. Herdefinieer je werkplek,shop_product,,,False,brand_manufacturer,other,office,beige;white;yellow;brown,wood;glass;metal;leather,none,text_overlay,,0.43738656987295826,-2.021344708077082,0.009520402110045824,,,151-400,4-10,10k-100k
DX2Bxb6NHOb,https://www.instagram.com/reel/DX2Bxb6NHOb/,adventure.shelter_,2026-05-02T17:11:14.637000+00:00,145,444.0,444,"VERIFIED (public topic page, rounded)",1000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.444,1_NORMAL,18.0,,0.04054054054054054,,0.00040018026137899953,0.08333333333333333,underground-house,unusual_home,unusual_home,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,17,Sat,ok,ok,reel,1K followers,1000.0,114.0,150,5,True,0,0,False,True,Would You Live in This Secret Underground Bunker?#Bunker #Underground #Secret #Survival #LuxuryLiving HiddenWorld AIvideo Cinematic ViralVideo OffGrid,cover-v2-embed,living_room,unusual_structure,snow,rustic_cozy,industrial,warm,medium,mixed,False,True,MY SECRET UNDERGROUND BUNKER / SURVIVAL. COMFORT. FREEDOM.,stylized_dreamy,ai_generated,"caption tag 'AIvideo'; AI-styled collage of wolf at snowy hatch, library lounge, power room, bathroom and idealized woman with lantern",low,medium,"YouTube-thumbnail-style collage with bold title, wolf at a snow-covered hatch and a boho woman with a lantern teasing a cozy hidden bunker.",question,Would You Live in This Secret Underground Bunker?#Bunker #Underground #Secret #Survival #LuxuryLiving HiddenWorld AIvide,question_engagement,,,True,ai_creator,en,other;living_room;bathroom,brown;white;green;amber,wood;natural_stone;fabric;metal;glass;fire,snow;fireplace,text_overlay;person;door_or_threshold;unusual_architecture,,3.0620689655172413,-2.1191526291508445,0.007600591136001031,,,51-150,4-10,<10k
C0rB5o1M8pR,https://www.instagram.com/reel/C0rB5o1M8pR/,peacefulgilgitbaltistan,2023-12-10T12:21:55.395000+00:00,1019,410.0,410,"VERIFIED (public topic page, rounded)",14000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.029285714285714286,1_NORMAL,37.0,,0.09024390243902439,,0.018468468468468467,0.08333333333333333,hunza-valley-luxury-resorts,hotel_resort,hotel_resort,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2023,12,Sun,ok,ok,reel,14K followers,14000.0,1514.0,284,14,False,1,2,False,False,Luxus resorts Hunza valley Gilgit baltistan 😍 : : Video @skarduvalley Dm us for Shoutouts @peacefulgilgitbaltistan : : : #kafdüğündavet #iran #pakistanfashion #pakistandressbazar #houses #travelph #travelphotography #photoshop #photographer #photogram #pakistani #lahore #murree #love,cover-v2-embed,exterior_facade,hotel_resort,mountain,other,,cool,medium,overcast_rain,False,False,@skarduvalley,real_existing,real_footage,"aerial drone footage of a real snow-covered resort, credited to @skarduvalley (watermark)",low,high,Drone view of terraced rainbow-colored glass-front resort cabins against a snowy rocky mountainside.,location,Luxus resorts Hunza valley Gilgit baltistan 😍,dm,"Hunza valley, Gilgit Baltistan",,False,theme_page,en,exterior_facade;terrace_outdoor,white;grey;yellow;pink,glass;natural_stone;metal,snow,exterior_reveal,,0.4023552502453386,-1.8451537025663578,0.014283883435006159,Other,,151-400,11-20,10k-100k
DHtBT4DI0r9,https://www.instagram.com/reel/DHtBT4DI0r9/,aryeohq,2025-03-27T12:51:44.223000+00:00,546,405.0,405,"VERIFIED (public topic page, rounded)",2000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.2025,1_NORMAL,7.0,,0.01728395061728395,,0.10127531882970743,0.16666666666666666,ai-virtual-staging,ai,ai,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,12,Thu,ok,ok,reel,2K followers,2000.0,455.0,202,0,False,1,0,False,False,"🚀 Introducing Virtual Staging AI on Aryeo!  Say goodbye to extra costs and third party tools—Aryeo's NEW AI-powered Virtual Staging lets you stage and deliver images instantly, all within your workflow.",cover-v2-embed,kitchen,none_visible,none,other,,cool,medium,daylight,False,False,Aryeo Transform Your Listings in Seconds Kitchen Modern Virtual Staging AI Now Available on Aryeo,aspirational_realistic,ai_generated,cover and caption say 'Virtual Staging AI'; staged interior inside a branded promo graphic with UI dropdowns,medium,high,"A plain SaaS ad card - blue-purple gradient, headline and a virtually staged open-plan kitchen/living photo - little scroll-stopping power.",promotional,🚀 Introducing Virtual Staging AI on Aryeo!,none,,,True,brand_manufacturer,en,kitchen;living_room;dining,blue;purple;white;brown,wood;natural_stone;fabric;glass;metal,none,text_overlay,,0.7417582417582418,-0.7267682642426623,0.1875995255796542,,,151-400,0,<10k
DX7UbgbBsnq,https://www.instagram.com/reel/DX7UbgbBsnq/,alffaheritage,2026-05-04T18:30:28.623000+00:00,143,391.0,391,"VERIFIED (public topic page, rounded)",722.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.5415512465373962,2_GOOD,35.0,,0.08951406649616368,,0.00989873417721519,0.09090909090909091,future-house,future_arch,future_arch,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,18,Mon,ok,ok,reel,722 followers,722.0,66.0,87,5,False,0,0,False,False,2030 Vision #luxurylifestyle #successdriven #luxurycarlife #luxurylife #millionairelife,cover-v2-embed,exterior_facade,mansion,none,modern_luxury,dark_luxury,warm,dark,night_artificial,False,False,CHRISTMAS IN 2030,stylized_dreamy,unclear,"night aerial with uniformly perfect light outlines and symmetrical staging suggests AI or render, but no disclosure and could be edited drone footage",low,high,"Night aerial of a modern mansion with a lit helipad roof, giant Christmas tree and two G-class SUVs on a glowing driveway, framed as 'Christmas in 2030'.",aspirational,2030 Vision #luxurylifestyle #successdriven #luxurycarlife #luxurylife #millionairelife,none,,,False,theme_page,en,exterior_facade;garden_landscape,black;gold;green;white,glass;concrete;metal;plants,none,text_overlay;exterior_reveal;dramatic_scale,,2.734265734265734,-1.170537819877147,0.06752462486378356,,,51-150,4-10,<10k
Ddde8wrqc6o,https://www.instagram.com/reel/Ddde8wrqc6o/,dreamlandsymphony,2026-09-19T07:33:32.848000+00:00,5,380.0,380,"VERIFIED (public topic page, rounded)",4000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.095,1_NORMAL,,,,,0.0020320855614973264,0.09090909090909091,waterfall-house,fantasy_dream,fantasy_dream,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,7,Sat,ok,ok,reel,4K followers,4000.0,183.0,311,5,True,5,0,False,True,"Imagine waking up to this every single morning… 🌿💧🏡  A hidden home surrounded by nature, right beside a breathtaking waterfall. No traffic. No noise. Just the sound of water and the beauty of the wild. ✨  Would you live here? 👀  #DreamHome #WaterfallHouse #NatureLovers #HiddenGem #DreamLife NatureEscape Luxury",cover-v2-embed,exterior_facade,cabin_chalet,lake_river,modern_luxury,minimalist,cool,medium,overcast_rain,False,False,,stylized_dreamy,ai_generated,"typical AI look: smeared, painterly waterfall texture and an idealized glass box with bathtub cantilevered on the cliff edge; dream-home theme page, not disclosed",low,medium,Glass-walled cabin with a freestanding tub cantilevered on a cliff right beside a huge misty waterfall and turquoise pool; strong 'would you live here' fantasy hook.,aspirational,Imagine waking up to this every single morning… 🌿💧🏡,question_engagement,,,False,theme_page,en,exterior_facade;bathroom,green;grey;white;teal,glass;wood;natural_stone;water;plants,fog,water_feature;exterior_reveal;dramatic_scale;unusual_architecture,,76.0,-1.7085122438725313,0.019565356074130656,,,151-400,4-10,<10k
DWEJ1mkEVgO,https://www.instagram.com/reel/DWEJ1mkEVgO/,maya.architecture.studio,2026-03-19T11:48:17.825000+00:00,189,351.0,351,"VERIFIED (public topic page, rounded)",353.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.9943342776203966,2_GOOD,11.0,,0.03133903133903134,,1.8473684210526315,0.75,dark-luxury-interior,style,style,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,11,Thu,ok,ok,reel,353 followers,353.0,140.0,229,13,False,1,0,False,False,Bedroom design that everyone loves ❤️  #BedroomDesign #DreamBedroom #InteriorDesign #ModernBedroom #CozyVibes #HomeDecor #BedroomGoals #InteriorInspiration #LuxuryBedroom #HomeStyle #InstaHome #DesignInspiration #mayaarchitecture,cover-v2-embed,other,none_visible,none,other,,neutral,dark,mixed,False,False,OKAY LET ME TELL YOU WHAT,real_existing,unclear,text title card over a grey textured wall background; no interior footage visible on cover,low,medium,Text-only title card 'OKAY LET ME TELL YOU WHAT' on grey texture; curiosity hook but no room shown.,descriptive,Bedroom design that everyone loves ❤️,none,,,False,designer_studio,en,,grey;white,concrete,none,text_overlay,,1.8571428571428572,0.10504088344898757,1.2736229712090121,,,151-400,11-20,<10k
DUyGa-sFLaT,https://www.instagram.com/reel/DUyGa-sFLaT/,architecturelist,2026-02-15T15:00:43.441000+00:00,221,297.0,297,"VERIFIED (public topic page, rounded)",2000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.1485,1_NORMAL,14.0,,0.04713804713804714,,0.6104830421377184,0.5,impossible-architecture,fantasy_dream,fantasy_dream,Ibiza/Spain,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,15,Sun,ok,ok,reel,2K followers,2000.0,109.0,543,10,False,3,0,False,False,"In Barcelona, architecture began to breathe. 🌿 Antoni Gaudí designed not with rulers, but with nature as his guide — curves, light, stone, and structure woven together as one living system.  From Casa Batlló to Sagrada Familia, his work reminds us that architecture can be both art and engineering — poetic, yet precise. 🏛️✨  Love it or question it, Gaudí changed how we see buildings forever.  #AntoniGaudi #Gaudi #Modernisme #BarcelonaArchitecture #SagradaFamilia #ParkGuell #CasaBatllo #ArchitectureLovers #IconicArchitects #ArchitectureArt",cover-v2-embed,exterior_facade,house,none,other,maximalist,warm,medium,daylight,False,True,"Some called it strange, others",real_existing,real_footage,real photo/video of an existing ornate tiled facade with a presenter and burned-in subtitles,low,high,"Presenter standing in front of a densely patterned red-green tiled Modernisme facade with a subtitle teaser, strong color and pattern contrast.",location,"In Barcelona, architecture began to breathe. 🌿",none,Barcelona,,False,theme_page,en,exterior_facade,red;green;beige;brown,natural_stone;metal;plants,none,text_overlay;person;unusual_architecture;door_or_threshold,,1.3438914027149322,-0.5006807191015484,0.3157324945470889,Ibiza/Spain,,401-1000,4-10,<10k
DWL_T8PAo2j,https://www.instagram.com/reel/DWL_T8PAo2j/,apple_banana_project,2026-03-22T12:50:14.647000+00:00,186,293.0,293,"VERIFIED (public topic page, rounded)",206.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.4223300970873787,2_GOOD,11.0,,0.03754266211604096,,0.15142118863049095,0.3333333333333333,glass-house-in-forest,unusual_home,unusual_home,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,12,Sun,ok,ok,reel,206 followers,206.0,126.0,183,3,False,3,0,False,False,イベントで使用するアップルバナナが沖縄から届きました🍌  新しく購入したミキサーでスムージー作ってみました！  うまい マジうまい 濃厚でクリーミー😋  沖縄直送アップルバナナ 天然の味をぜひ栃木でご賞味くださいませ〜  第2回沖縄アップルバナナ感動体験会 3月29日開催です😊  by ファルコン吉田  #アップルバナナプロジェクト #アップルバナナ #沖縄バナナ,cover-v2-embed,other,none_visible,none,other,,warm,bright,daylight,False,True,Okinawa Apple Banana Project / banana / アップルバナナプロジェクト / 第2回 沖縄アップルバナナ 感動体験会 / 試食体験：予約制 ご購入：どなたでも可 / 2026.3.29 SUN 11:00 15:00 / キッチン CIRCUS 駐車場にて開催 / 栃木県小山市粟宮 1841-3 / もっちり 濃厚 / おいしさを伝える動画に出演してくれる方募集！ / 体験会参加の詳細・お申し込みはこちら / キッチン CIRCUS キッチンカー出店 KISSA33 / バスの中で飲食できます♪ / 沖縄アップルバナナスムージー / 自家製レモネード / ハンドドリップコーヒー,real_existing,unclear,static graphic event flyer combining product photos of bananas and drinks with a cartoon mascot; not interior footage,low,medium,Off-topic: a yellow-and-red Japanese event flyer for an Okinawa apple-banana tasting on 2026.3.29 with QR code and food-truck drinks; no interior or architecture.,descriptive,イベントで使用するアップルバナナが沖縄から届きました🍌,none,Okinawa (沖縄); Tochigi (栃木県小山市粟宮 1841-3),,False,other,other,,yellow;orange;red;white,rattan,none,text_overlay,,1.575268817204301,-0.24648171892116344,0.56691543461163,Other,,151-400,1-3,<10k
DWT4OxADysG,https://www.instagram.com/reel/DWT4OxADysG/,homedecorai_07,2026-03-25T14:22:17.689000+00:00,183,279.0,279,"VERIFIED (public topic page, rounded)",1.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",279.0,5_EXTREME_OUTLIER,5.0,,0.017921146953405017,,0.004253048780487805,0.08333333333333333,ai-interior,ai,ai,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,14,Wed,ok,ok,reel,1 follower,1.0,2.0,87,4,False,1,0,False,False,AI Home decor design. .. Respect real creator ♥️ #ai #homedesign #homedecor #viralreels,cover-v2-embed,garden_landscape,unusual_structure,none,other,,neutral,medium,overcast_rain,False,True,Rasel,aspirational_realistic,unclear,caption says AI (#ai) but frame looks like real drone footage of a suburban backyard; 'Respect real creator' suggests a repost,low,medium,"A hidden underground bunker entrance cut into a wooden backyard deck, with a person stepping down into it, creates secret-room curiosity.",descriptive,AI Home decor design. .. Respect real creator ♥️ #ai #homedesign #homedecor #viralreels,none,,,True,ai_creator,en,garden_landscape;terrace_outdoor,green;brown;grey;black,wood;concrete;plants,none,person;door_or_threshold;unusual_architecture,,1.5245901639344261,-0.7244826872575902,0.18858941473942795,,,51-150,4-10,<10k
